,Астраханская область,Астраханская область,Астраханская область,Астраханская область,Волгоградская область,Волгоградская область,Волгоградская область,Волгоградская область,Иркутская область,Иркутская область,Иркутская область,Иркутская область,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,Кемеровская область,Кемеровская область,Кемеровская область,Кемеровская область,Краснодарский край,Краснодарский край,Краснодарский край,Краснодарский край,Красноярский край,Красноярский край,Красноярский край,Красноярский край,Курганская область,Курганская область,Курганская область,Курганская область,Ленинградская область,Ленинградская область,Ленинградская область,Ленинградская область,Нижегородская область,Нижегородская область,Нижегородская область,Нижегородская область,Новосибирская область,Новосибирская область,Новосибирская область,Новосибирская область,Омская область,Омская область,Омская область,Омская область,Оренбургская область,Оренбургская область,Оренбургская область,Оренбургская область,Пермский край,Пермский край,Пермский край,Пермский край,Приморский край,Приморский край,Приморский край,Приморский край,Республика Башкортостан,Республика Башкортостан,Республика Башкортостан,Республика Башкортостан,Республика Дагестан,Республика Дагестан,Республика Дагестан,Республика Дагестан,Республика Калмыкия,Республика Калмыкия,Республика Калмыкия,Республика Калмыкия,Республика Коми,Республика Коми,Республика Коми,Республика Коми,Республика Марий Эл,Республика Марий Эл,Республика Марий Эл,Республика Марий Эл,Республика Татарстан (Татарстан),Республика Татарстан (Татарстан),Республика Татарстан (Татарстан),Республика Татарстан (Татарстан),Ростовская область,Ростовская область,Ростовская область,Ростовская область,Рязанская область,Рязанская область,Рязанская область,Рязанская область,Саратовская область,Саратовская область,Саратовская область,Саратовская область,Сахалинская область,Сахалинская область,Сахалинская область,Сахалинская область,Тверская область,Тверская область,Тверская область,Тверская область,Томская область,Томская область,Томская область,Томская область,Тюменская область,Тюменская область,Тюменская область,Тюменская область,Ярославская область,Ярославская область,Ярославская область,Ярославская область
,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти,Крэк-спред,Цена тонны бензина,Цена тонны мазута,Цена тонны сырой нефти
2013-01-01,16128.314887409322,39470.48903878583,7979.386584656304,12845.14,16842.006591296948,39320.74198988196,10419.955794126934,12845.14,20475.122001103315,40431.163575042156,12966.308853225632,10801.09,,38047.31390026499,,11603.89,16640.956093310848,36463.069139966276,9400.0,10801.09,16404.074492776213,39413.87296233839,8919.89755365186,12845.14,19649.116659392253,40404.72175379426,10541.176470588234,10801.09,18107.86204039848,38016.86340640809,9310.279308379251,10340.14,18877.060645684156,39559.90801778322,11015.275901486022,11167.97,17985.999653697454,38661.72006745363,9119.638826185104,10828.36,18014.73026300441,37180.43844856661,12086.583891880013,10801.09,,,8599.779492833515,10801.09,17681.816693657034,38161.58209412846,9207.365892714173,10828.36,18379.45337830242,38661.72006745363,10300.0,10828.36,16261.181172943601,42426.531759415404,17000.0,17689.84,17727.32846839577,39622.259696458685,6422.546012269939,10828.36,15815.27773914527,37925.80101180438,6405.901193827041,11603.89,16226.561324151538,39757.16694772345,7700.770077007702,12845.14,18828.176100986828,39269.20741989882,11450.023463162837,11167.97,16476.570432354474,37767.2849915683,6380.221313926827,10828.36,,,,,16217.85765270169,38709.94940978078,9769.094138543516,12845.14,15357.122025742037,37381.180438448566,3642.3452003289863,10777.78,17471.30432916782,38094.56998313659,8709.853021230267,10828.36,15655.13874352379,44603.485103991,10827.96602258938,17689.84,18132.787734682403,38415.851602023606,9900.0,10777.78,19290.442844998353,38661.0455311973,12952.507472600464,10801.09,18817.613264109033,39018.54974704891,9436.160298229264,10340.14,16186.88163065524,37614.39010680158,5665.204678362573,10777.78
2013-02-01,16856.07666666666,39999.99999999999,9600.0,13010.59,16675.01989319842,39578.41483979763,9900.0,13010.59,20491.66345699831,40719.730185497465,12200.0,10721.49,,38984.341122621045,,12268.22,16909.875935919055,36747.04890387858,9400.0,10721.49,17254.858753981633,40348.17313097245,10100.0,13010.59,19948.324502529507,40404.72175379426,11200.0,10721.49,18414.714122701353,38679.83618405203,9800.0,10638.51,19274.914553119732,40099.156829679596,10600.0,10991.19,17966.843451377183,38887.015177065776,10100.0,11324.5,17804.08616638561,37288.364249578415,11000.0,10721.49,,,7800.0,10721.49,17482.470207982013,38610.45531197302,9200.0,11324.5,18498.940134907254,39585.16020236088,10300.0,11324.5,8382.419124976572,43107.36368746486,17000.0,26022.49,17687.36059584036,40167.79089376054,6700.0,11324.5,15202.999786396858,37906.829679595285,6600.0,12268.22,16262.091281618885,40059.02192242833,7700.0,13010.59,19931.013485103987,40283.30522765598,12200.0,10991.19,16223.111017425521,38121.41652613828,6400.0,11324.5,,,,,16432.18684092187,39214.165261382805,9900.0,13010.59,16213.540775716692,37714.67116357504,6200.0,10996.24,17525.865373805504,38475.54806070826,9600.0,11324.5,7507.2832808693975,44494.6599213041,11600.0,26022.49,18226.188330522764,38883.642495784145,9900.0,10996.24,18991.88830241709,38720.067453625634,11700.0,10721.49,18358.410866904,39445.381300356,8100.0,10638.51,16104.92973152386,37551.75459728579,6200.0,10996.24
2013-03-01,15955.814794828553,40505.90219224283,9600.0,14248.12,16019.122720629568,40134.06408094435,10533.6,14248.12,20777.093265879706,41207.419898819564,11719.32,10600.96,,39642.4957841484,,12688.14,17693.53931743355,37741.748976150324,9400.0,10600.96,16379.198993816754,40844.01349072513,10193.93,14248.12,20106.187835862842,40404.72175379426,11312.0,10600.96,18381.263838432507,38911.10575764876,9800.0,10826.14,19021.04168634064,40214.50252951096,10600.0,11321.96,17866.230556492417,39038.78583473863,9610.15,11363.01,18364.32173130972,37676.22259696458,11543.4,10600.96,,,7810.920000000001,10600.96,17988.042781440032,38969.79917216005,10113.56,11363.01,18356.9048341765,40134.907251264754,8889.93,11363.01,16322.2564511898,43745.9246767847,17000.0,18508.36,17931.12904440697,40438.44856661045,7005.52,11363.01,14500.522327150093,37844.013490725134,5877.96,12688.14,15142.605126475546,40236.08768971332,7700.0,14248.12,20260.02480044969,40738.61720067453,13268.72,11321.96,16333.947211916806,38323.35581787521,6444.16,11363.01,,,,,15243.642203485104,39224.283305227655,10026.72,14248.12,15788.864699269252,37749.747048903875,5563.88,11232.26,17644.43004496908,38661.72006745362,9698.88,11363.01,15517.820835675468,45263.6312535132,11551.28,18508.36,18090.786655424396,39034.56998313659,9900.0,11232.26,18850.87306351883,38829.67959527824,10696.14,10600.96,18009.972782462053,39443.92917369308,7620.48,10826.14,15992.520026231965,37752.67003934795,6169.0,11232.26
2013-04-01,17896.93435637999,40354.131534569984,9600.0,12205.82,18047.41626077571,40124.11467116357,10511.479440000003,12205.82,20979.437781187185,40829.94940978078,10848.574524,9856.72,,38939.24355576969,,10833.85,18396.857451216576,37680.366176824864,9400.0,9856.72,18055.755007534004,40832.10792580101,9120.509171,12205.82,19748.77319662732,39460.370994940975,9895.7376,9856.72,19332.510403918728,38722.23560587809,9800.0,9748.98,20468.340359752667,40293.760539629,10600.0,9927.5,18981.523555356136,38761.744158034206,9120.03235,9899.65,19165.208042248454,37693.08600337268,11679.61212,9856.72,,,7283.6829,9856.72,19605.40181512821,38890.81710869232,10733.521228,9899.65,19769.989032907808,39878.58347386171,9251.750151,9899.65,18185.582428330516,43732.88364249578,17000.0,16636.34,19303.99781656661,40170.65767284991,7269.6281039999985,9899.65,16165.168710581225,37799.66273187184,5397.730667999998,10833.85,17050.25454187746,40033.72681281619,7700.769999999998,12205.82,21204.367148510395,40428.330522765595,12538.9404,9927.5,17788.594451939294,38310.28667790894,6444.16,9899.65,,,,,17113.929789931415,39002.360876897124,9954.527616,12205.82,17124.095229326587,37758.92074198988,5888.254204,10011.27,18848.173079105112,38470.15177065767,9303.165696,9899.65,17470.83763109312,45277.12197863968,11767.288936,16636.34,19355.50908937605,39100.16863406407,9900.0,10011.27,19403.156444990436,38611.80438448566,10556.020566,9856.72,19110.79301214615,39290.05059021922,7999.217856,9748.98,17096.300712703767,37765.93591905565,5790.8403,10011.27
2013-05-01,17888.985750421587,40067.45362563238,9600.0,12022.65,18210.55766794476,39919.05564924114,10861.511705351999,12022.65,21558.802267368126,40777.065767284985,11451.7552675344,9443.16,,38787.28017345218,,9659.47,18614.609212238018,37386.65381835702,9400.0,9443.16,17881.662767905655,40427.09387296233,8858.750557792298,12022.65,19382.518060506085,38414.83979763912,9647.35458624,9443.16,19190.339185738372,38289.56877860756,8820.0,9276.04,20318.634249578416,39932.54637436762,9717.02,9542.07,20233.742000516493,39528.22613024974,9512.19374105,9289.14,19380.904073726822,37396.29005059023,11679.61212,9443.16,,,7242.894275760002,9443.16,19867.919334993825,38828.759773110534,9813.658458760401,9289.14,20097.37323022352,39460.370994940975,9238.7977007886,9289.14,17666.747558553496,43590.78133783024,17000.0,17060.44,19821.123514381074,40074.19898819561,7182.392566752,9289.14,17316.71488452024,37706.57672849915,5515.401196562401,9659.47,17174.032762034287,39898.81956155143,7792.409163000001,12022.65,20607.413475628757,40131.53456998313,10185.38128692,9542.07,18176.507487352443,37976.39123102866,6444.16,9289.14,,,,,16950.16326634584,38564.08094435076,9790.277910335999,12022.65,17637.537767138994,37795.61551433389,6019.562272749199,9566.06,19303.989430988193,38238.11129848229,9303.165696,9289.14,17020.880407934044,45238.33614390106,11767.288936,17060.44,19571.770241708822,38756.74536256323,9900.0,9566.06,19553.691189539226,38256.323777403035,10477.9060138116,9443.16,19175.598028862532,39035.413153457,7284.087779673601,9276.04,17480.642186562596,37469.92692523889,6200.252709209999,9566.06
2013-06-01,17463.822085441258,40337.268128161886,10160.64,12814.57,17482.971042574263,39785.8347386172,11320.953650488389,12814.57,20413.660562292323,40777.065767284985,12233.910152306997,10849.02,,38855.215610696214,,11030.28,17210.034043202442,37388.581064803664,9400.0,10849.02,17651.34895376866,40520.93872962338,10355.879402059201,12814.57,18492.755426111817,38043.84485666104,11937.636565013374,10849.02,18529.88593511604,37713.80390267406,8820.0,9552.65,18961.537655986507,39957.84148397976,9717.02,10916.03,19357.764931239177,39412.189833774995,10051.535126167535,10267.54,17993.031707228776,37423.27150084316,11679.61212,10849.02,,,8179.400505615769,10849.02,19129.953967233454,38828.759773110534,10534.962355479289,10267.54,19511.93009243039,39460.370994940975,10417.66828740923,10267.54,16301.84769346074,43175.94154019111,17000.0,18148.78,18812.796878686273,40074.19898819561,7092.6126596676,10267.54,16498.799142808504,37660.62394603711,7265.989536351307,11030.28,16382.112762034287,39898.81956155143,7792.409163000001,12814.57,19515.24902456687,40131.53456998313,11030.76793373436,10916.03,17114.453625902188,37944.35075885328,6257.27936,10267.54,,,,,16260.262785379084,38480.18549747049,10264.127361196262,12814.57,17059.629035169568,37795.61551433389,6242.28607684092,10218.21,18325.58943098819,38238.11129848229,9303.165696,10267.54,15790.802586372223,45154.581225407535,11509.585308301599,18148.78,18761.3852782462,38519.3929173693,9900.0,10218.21,18811.78116728109,38256.323777403035,12469.755947037187,10849.02,18918.031706950194,38892.07419898819,7627.896722874197,9552.65,16949.844306678464,37400.22484541877,6703.713229197851,10218.21
2013-07-01,17814.003354828546,40505.90219224282,10409.57568,12659.79,17618.64762129987,39525.66610455312,11783.980654793366,12659.79,20834.57377031293,40777.065767284985,12720.819776368817,10590.41,,39164.34594073717,,11323.08,17469.157975588212,37389.351963382316,9400.0,10590.41,18206.728110443288,40875.885328836426,10847.783673657012,12659.79,18913.416484938425,38340.64080944351,11830.197835928257,10590.41,17496.550479402555,37847.26571910383,8820.0,10674.96,18185.650309162458,39919.325463743684,9717.02,11666.24,18856.012793204984,39390.219224283304,10639.549931048336,10950.65,18478.22618235678,37423.27150084316,12359.365545383998,10590.41,,,9843.908508508575,10590.41,18879.48778409397,38985.742756400425,11518.927839481057,10950.65,19167.810190205517,39568.296795952774,11218.786978710996,10950.65,17006.99800262319,43175.26700393479,17994.5,17774.68,18658.800460202907,40404.72175379426,8018.907873020188,10950.65,16387.95564785518,37608.76897133221,7915.569000901112,11323.08,17025.302015849094,40553.11973018549,7949.0365871763015,12659.79,19181.673368106127,40603.709949409786,11336.320205498803,11666.24,16636.40264782462,38251.939291736926,6257.27936,10950.65,,,,,16657.573836404328,38940.978077571664,10070.135354069653,12659.79,16507.725476990814,38087.01517706576,6242.28607684092,10964.38,17920.56824492861,38655.244519392916,9303.165696,10950.65,16127.680931259978,45145.36256323779,11416.357667304355,17774.68,18146.974693648113,38717.03204047217,9900.0,10964.38,19625.094513959837,38312.75997751545,14020.99358684861,10590.41,17825.07382122473,39039.460370994944,7421.180721684305,10674.96,16715.29461288662,38010.11804384486,7018.78775097015,10964.38
2013-08-01,17103.4014875416,41500.843170320404,11281.898121983999,14324.46,16806.130559235997,40618.88701517706,12153.997647353877,14324.46,20327.403677443843,41654.63743676223,13378.486158807085,11901.85,,40014.45434834979,,13087.86,16356.995258170718,37688.26788725608,9400.0,11901.85,17408.4187648951,42196.0370994941,10806.562095697116,14324.46,17900.615149554684,38178.7521079258,13049.89123281246,11901.85,17932.86590717096,38956.877860756445,9310.391999999998,11141.85,17571.348117467118,40634.73861720067,10600.297118,13051.91,18941.208975515292,40662.73187183811,11130.033182869664,11877.29,18678.55849910596,38097.80775716694,15545.609982983997,11901.85,16335.249363950608,37099.49409780776,10512.30989623631,11901.85,18578.345919936753,39824.927180745064,11717.053398320131,11877.29,19188.174456562196,40741.98988195615,11712.41360577428,11877.29,16572.10524077197,43301.292861157955,17994.5,18293.59,18736.839242808164,41278.24620573356,9285.895316957378,11877.29,15653.655089170667,39267.28499156829,7689.975284375431,13087.86,16541.764667948584,41703.204047217536,9192.265909410673,14324.46,18353.679796773384,41564.92411467116,11086.921160977827,13051.91,16560.914980595837,39528.667790893756,6257.27936,11877.29,,,,,15556.405107134009,39869.30860033727,9903.9781207275,14324.46,17015.790934979792,39793.59190556492,6288.478993809542,11609.43,18571.038875283568,40327.82462057335,10689.337384704,11877.29,15720.719892872075,45153.456998313675,11736.015681988882,18293.59,18236.101197301854,39818.29679595278,9900.0,11609.43,19434.21448741386,39217.537942664414,15573.117576912751,11901.85,17988.544409262307,40026.55986509274,7338.063497601442,11141.85,17250.194354074956,39622.821810005626,7333.229442213615,11609.43
2013-09-01,17221.391009745086,41720.067453625634,11281.898121983999,14352.62,17302.405363500384,41397.63912310286,12169.797844295437,14352.62,20902.32832551498,42411.06239460371,13979.180187337524,12031.44,,40625.96964586846,,13613.42,16816.500255360148,38571.910383040224,9400.0,12031.44,17494.300304622247,42354.13153456998,10832.497844726791,14352.62,18244.193780734353,38979.201798763344,12868.497744676368,12031.44,17729.639296418474,39926.76463502771,9800.1186192,12154.91,17775.49882010905,41244.114671163574,10600.297118,13254.01,17912.90019548219,40798.1112984823,10394.33798948198,12750.62,19490.966643688767,39236.42495784148,16094.37001538333,12031.44,16576.196949763827,37621.13546936482,10580.639910561846,12031.44,18290.469212830616,40159.4358424038,12804.395953684241,12750.62,18098.363004699815,40855.31197301854,10836.325068062362,12750.62,15735.426674161512,43243.62001124227,17994.5,19091.82,18073.223152557828,41535.244519392916,9401.040418887651,12750.62,16004.851438563916,40643.17032040472,7568.4736748823,13613.42,16742.93948934252,42266.441821247885,8753.794825531786,14352.62,18518.74171583065,41946.0370994941,11426.180948503748,13254.01,16006.20343041159,40006.595465617385,6257.27936,12750.62,,,,,15969.82640978349,40335.58178752108,10296.17565430831,14352.62,16792.572599349514,40331.33220910624,7175.783379836069,12486.91,18214.48105884269,40542.32715008431,11810.64887635945,12750.62,15306.631959405348,45723.215289488486,11748.925299239067,19091.82,17951.932046093312,40708.26306913997,9900.0,12486.91,19995.64940778111,40254.075323215286,15573.117576912751,12031.44,17382.73567401779,40637.43676222596,7338.063497601442,12154.91,17077.035147319442,40946.59921304104,6798.637015876241,12486.91
